Logging for microserv1       start 
03/16/2024, 16:58:36 WARNING:   Device working in turbo mode
03/16/2024, 16:58:37 WARNING:   Device working in turbo mode
03/16/2024, 16:58:37 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:38 WARNING:   Function called twice with mno bit
03/16/2024, 16:58:38 WARNING:   user xxx logged in
03/16/2024, 16:58:39 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:39 WARNING:   user xxx logged in
03/16/2024, 16:58:40 WARNING:   Function called twice with mno bit
03/16/2024, 16:58:40 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:58:41 WARNING:   Got signal to peek load
03/16/2024, 16:58:42 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:42 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:43 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:58:43 WARNING:   user xxx logged in
03/16/2024, 16:58:44 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:58:44 WARNING:   Device working in turbo mode
03/16/2024, 16:58:45 WARNING:   Function called twice with mno bit
03/16/2024, 16:58:45 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:45 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:58:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:47 DEBUG:   Device working in turbo mode
03/16/2024, 16:58:48 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:49 DEBUG:   Device working in turbo mode
03/16/2024, 16:58:50 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:51 WARNING:   Got signal to peek load
03/16/2024, 16:58:51 WARNING:   Got signal to peek load
03/16/2024, 16:58:52 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:53 WARNING:   Got signal to peek load
03/16/2024, 16:58:53 WARNING:   Got signal to peek load
03/16/2024, 16:58:54 WARNING:   user xxx logged in
03/16/2024, 16:58:55 WARNING:   Got signal to peek load
03/16/2024, 16:58:55 WARNING:   Function called twice with mno bit
03/16/2024, 16:58:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:58:56 WARNING:   Got signal to peek load
03/16/2024, 16:58:56 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:57 INFO:   Got signal to peek load
03/16/2024, 16:58:57 INFO:   user xxx logged in
03/16/2024, 16:58:57 INFO:   user xxx logged in
03/16/2024, 16:58:58 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:58:58 INFO:   Function called twice with mno bit
03/16/2024, 16:58:58 INFO:   Device working in turbo mode
03/16/2024, 16:58:59 DEBUG:   Device working in turbo mode
03/16/2024, 16:58:59 DEBUG:   user xxx logged in
03/16/2024, 16:59:00 DEBUG:   user xxx logged in
03/16/2024, 16:59:00 DEBUG:   user xxx logged in
03/16/2024, 16:59:00 DEBUG:   Device working in turbo mode
03/16/2024, 16:59:01 DEBUG:   Device working in turbo mode
03/16/2024, 16:59:01 DEBUG:   Got signal to peek load
03/16/2024, 16:59:02 DEBUG:   Function called twice with mno bit
03/16/2024, 16:59:03 DEBUG:   Got signal to peek load
03/16/2024, 16:59:03 DEBUG:   Function called twice with mno bit
03/16/2024, 16:59:04 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:04 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:04 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:05 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:59:05 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:59:06 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:59:06 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:59:07 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:59:08 WARNING:   Got signal to peek load
03/16/2024, 16:59:09 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:09 WARNING:   Got signal to peek load
03/16/2024, 16:59:09 WARNING:   Device working in turbo mode
03/16/2024, 16:59:10 WARNING:   Device working in turbo mode
03/16/2024, 16:59:11 WARNING:   Got signal to peek load
03/16/2024, 16:59:11 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:59:13 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:14 INFO:   Device working in turbo mode
03/16/2024, 16:59:14 INFO:   Function called twice with mno bit
03/16/2024, 16:59:15 DEBUG:   Function called twice with mno bit
03/16/2024, 16:59:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:59:16 DEBUG:   user xxx logged in
03/16/2024, 16:59:17 DEBUG:   Got signal to peek load
03/16/2024, 16:59:18 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:59:18 WARNING:   user xxx logged in
03/16/2024, 16:59:19 WARNING:   Got signal to peek load
03/16/2024, 16:59:20 INFO:   Function called twice with mno bit
03/16/2024, 16:59:21 INFO:   Function called twice with mno bit
03/16/2024, 16:59:21 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:22 INFO:   Device working in turbo mode
03/16/2024, 16:59:22 INFO:   user xxx logged in
03/16/2024, 16:59:23 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:59:23 DEBUG:   user xxx logged in
03/16/2024, 16:59:24 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:25 DEBUG:   Got signal to peek load
03/16/2024, 16:59:25 DEBUG:   Got signal to peek load
03/16/2024, 16:59:26 WARNING:   Got signal to peek load
03/16/2024, 16:59:27 WARNING:   Device working in turbo mode
03/16/2024, 16:59:27 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:28 WARNING:   Device working in turbo mode
03/16/2024, 16:59:28 WARNING:   Got signal to peek load
03/16/2024, 16:59:29 WARNING:   Got signal to peek load
03/16/2024, 16:59:29 WARNING:   Function called twice with mno bit
03/16/2024, 16:59:29 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:29 WARNING:   Function called twice with mno bit
03/16/2024, 16:59:30 WARNING:   Device working in turbo mode
03/16/2024, 16:59:31 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:59:31 WARNING:   Device working in turbo mode
03/16/2024, 16:59:32 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:32 WARNING:   user xxx logged in
03/16/2024, 16:59:33 WARNING:   Device working in turbo mode
03/16/2024, 16:59:34 WARNING:   user xxx logged in
03/16/2024, 16:59:34 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:59:35 WARNING:   user xxx logged in
03/16/2024, 16:59:36 INFO:   Got signal to peek load
03/16/2024, 16:59:37 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:37 INFO:   user xxx logged in
03/16/2024, 16:59:37 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:59:37 INFO:   Function called twice with mno bit
03/16/2024, 16:59:38 INFO:   Device working in turbo mode
03/16/2024, 16:59:38 INFO:   Device working in turbo mode
03/16/2024, 16:59:39 INFO:   user xxx logged in
03/16/2024, 16:59:40 INFO:   Device working in turbo mode
03/16/2024, 16:59:40 DEBUG:   Function called twice with mno bit
03/16/2024, 16:59:41 DEBUG:   Got signal to peek load
03/16/2024, 16:59:41 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:59:42 DEBUG:   Got signal to peek load
03/16/2024, 16:59:42 DEBUG:   Got signal to peek load
03/16/2024, 16:59:43 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:43 DEBUG:   Function called twice with mno bit
03/16/2024, 16:59:44 INFO:   user xxx logged in
03/16/2024, 16:59:44 INFO:   user xxx logged in
03/16/2024, 16:59:44 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:59:45 INFO:   Device working in turbo mode
03/16/2024, 16:59:45 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:46 INFO:   Function called twice with mno bit
03/16/2024, 16:59:47 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:59:47 INFO:   Device working in turbo mode
03/16/2024, 16:59:48 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:48 INFO:   Got signal to peek load
03/16/2024, 16:59:49 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:49 INFO:   user xxx logged in
03/16/2024, 16:59:49 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:59:50 INFO:   Device working in turbo mode
03/16/2024, 16:59:51 INFO:   Function called twice with mno bit
03/16/2024, 16:59:52 INFO:   Device working in turbo mode
03/16/2024, 16:59:52 INFO:   Got signal to peek load
03/16/2024, 16:59:52 INFO:   Got signal to peek load
03/16/2024, 16:59:53 INFO:   user xxx logged in
03/16/2024, 16:59:54 INFO:   Function called twice with mno bit
03/16/2024, 16:59:54 INFO:   Got signal to peek load
03/16/2024, 16:59:55 DEBUG:   user xxx logged in
03/16/2024, 16:59:56 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:59:57 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:59:58 DEBUG:   Got signal to peek load
03/16/2024, 16:59:58 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:00 WARNING:   Got signal to peek load
03/16/2024, 17:00:00 WARNING:   Device working in turbo mode
03/16/2024, 17:00:00 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:01 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:00:02 WARNING:   Got signal to peek load
03/16/2024, 17:00:02 WARNING:   Device working in turbo mode
03/16/2024, 17:00:04 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:05 INFO:   user xxx logged in
03/16/2024, 17:00:05 INFO:   Device working in turbo mode
03/16/2024, 17:00:06 INFO:   Function called twice with mno bit
03/16/2024, 17:00:07 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:07 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:08 DEBUG:   user xxx logged in
03/16/2024, 17:00:08 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:09 WARNING:   user xxx logged in
03/16/2024, 17:00:10 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:11 WARNING:   Device working in turbo mode
03/16/2024, 17:00:12 WARNING:   Device working in turbo mode
03/16/2024, 17:00:12 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:13 WARNING:   Device working in turbo mode
03/16/2024, 17:00:13 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:14 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:15 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:16 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:16 DEBUG:   user xxx logged in
03/16/2024, 17:00:17 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:00:18 DEBUG:   user xxx logged in
03/16/2024, 17:00:19 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:20 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:21 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:00:21 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:22 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:23 DEBUG:   Got signal to peek load
03/16/2024, 17:00:24 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:00:24 WARNING:   user xxx logged in
03/16/2024, 17:00:25 INFO:   Device working in turbo mode
03/16/2024, 17:00:25 INFO:   Got signal to peek load
03/16/2024, 17:00:26 INFO:   Device working in turbo mode
03/16/2024, 17:00:27 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:28 INFO:   user xxx logged in
03/16/2024, 17:00:29 INFO:   user xxx logged in
03/16/2024, 17:00:30 INFO:   Device working in turbo mode
03/16/2024, 17:00:30 INFO:   Got signal to peek load
03/16/2024, 17:00:31 INFO:   user xxx logged in
03/16/2024, 17:00:32 INFO:   Device working in turbo mode
03/16/2024, 17:00:32 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:00:33 INFO:   Device working in turbo mode
03/16/2024, 17:00:33 INFO:   Device working in turbo mode
03/16/2024, 17:00:34 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:34 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:35 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:36 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:00:37 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:37 WARNING:   user xxx logged in
03/16/2024, 17:00:37 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:38 INFO:   Function called twice with mno bit
03/16/2024, 17:00:38 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:00:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:39 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:39 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:00:39 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:40 INFO:   user xxx logged in
03/16/2024, 17:00:41 INFO:   Got signal to peek load
03/16/2024, 17:00:41 INFO:   Got signal to peek load
03/16/2024, 17:00:42 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:42 INFO:   user xxx logged in
03/16/2024, 17:00:43 INFO:   Function called twice with mno bit
03/16/2024, 17:00:43 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:00:44 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:00:44 WARNING:   Device working in turbo mode
03/16/2024, 17:00:45 WARNING:   Device working in turbo mode
03/16/2024, 17:00:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:47 WARNING:   user xxx logged in
03/16/2024, 17:00:47 WARNING:   Function called twice with mno bit
03/16/2024, 17:00:48 WARNING:   user xxx logged in
03/16/2024, 17:00:48 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:50 DEBUG:   user xxx logged in
03/16/2024, 17:00:51 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:51 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:52 DEBUG:   Function called twice with mno bit
03/16/2024, 17:00:53 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:54 DEBUG:   Got signal to peek load
03/16/2024, 17:00:55 DEBUG:   Got signal to peek load
03/16/2024, 17:00:55 DEBUG:   Got signal to peek load
03/16/2024, 17:00:56 DEBUG:   Device working in turbo mode
03/16/2024, 17:00:56 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:00:57 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:00:57 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:00:58 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:00:59 DEBUG:   Function called twice with mno bit
03/16/2024, 17:01:00 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:01 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:01 WARNING:   user xxx logged in
03/16/2024, 17:01:02 WARNING:   Device working in turbo mode
03/16/2024, 17:01:02 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:03 WARNING:   user xxx logged in
03/16/2024, 17:01:04 INFO:   Device working in turbo mode
03/16/2024, 17:01:05 INFO:   Device working in turbo mode
03/16/2024, 17:01:05 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:05 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:07 WARNING:   Got signal to peek load
03/16/2024, 17:01:08 WARNING:   user xxx logged in
03/16/2024, 17:01:09 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:10 INFO:   Device working in turbo mode
03/16/2024, 17:01:10 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:11 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:12 DEBUG:   Function called twice with mno bit
03/16/2024, 17:01:12 DEBUG:   Got signal to peek load
03/16/2024, 17:01:13 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:14 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:01:15 WARNING:   Got signal to peek load
03/16/2024, 17:01:15 WARNING:   user xxx logged in
03/16/2024, 17:01:16 WARNING:   Device working in turbo mode
03/16/2024, 17:01:16 WARNING:   user xxx logged in
03/16/2024, 17:01:17 WARNING:   Device working in turbo mode
03/16/2024, 17:01:18 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:20 DEBUG:   Device working in turbo mode
03/16/2024, 17:01:20 DEBUG:   Device working in turbo mode
03/16/2024, 17:01:20 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:01:20 DEBUG:   Function called twice with mno bit
03/16/2024, 17:01:21 DEBUG:   user xxx logged in
03/16/2024, 17:01:21 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:22 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:23 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:01:23 DEBUG:   user xxx logged in
03/16/2024, 17:01:24 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:01:25 DEBUG:   Function called twice with mno bit
03/16/2024, 17:01:25 DEBUG:   Got signal to peek load
03/16/2024, 17:01:26 DEBUG:   user xxx logged in
03/16/2024, 17:01:26 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:27 DEBUG:   user xxx logged in
03/16/2024, 17:01:28 DEBUG:   Device working in turbo mode
03/16/2024, 17:01:28 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:01:29 DEBUG:   Got signal to peek load
03/16/2024, 17:01:29 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:30 WARNING:   user xxx logged in
03/16/2024, 17:01:31 WARNING:   user xxx logged in
03/16/2024, 17:01:31 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:32 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:01:32 WARNING:   Got signal to peek load
03/16/2024, 17:01:33 WARNING:   Got signal to peek load
03/16/2024, 17:01:34 WARNING:   Got signal to peek load
03/16/2024, 17:01:35 WARNING:   Got signal to peek load
03/16/2024, 17:01:35 DEBUG:   Got signal to peek load
03/16/2024, 17:01:36 DEBUG:   Got signal to peek load
03/16/2024, 17:01:36 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 17:01:37 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:01:37 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:01:38 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 17:01:39 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:39 INFO:   Got signal to peek load
03/16/2024, 17:01:40 INFO:   Function called twice with mno bit
03/16/2024, 17:01:40 INFO:   Function called twice with mno bit
03/16/2024, 17:01:40 INFO:   Device working in turbo mode
03/16/2024, 17:01:41 INFO:   Function called twice with mno bit
03/16/2024, 17:01:41 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:42 INFO:   Function called twice with mno bit
03/16/2024, 17:01:43 INFO:   Function called twice with mno bit
03/16/2024, 17:01:44 DEBUG:   user xxx logged in
03/16/2024, 17:01:44 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:01:45 INFO:   Function called twice with mno bit
03/16/2024, 17:01:46 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:48 INFO:   Device working in turbo mode
03/16/2024, 17:01:48 INFO:   Device working in turbo mode
03/16/2024, 17:01:49 INFO:   Device working in turbo mode
03/16/2024, 17:01:50 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:50 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:51 INFO:   Got signal to peek load
03/16/2024, 17:01:51 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:01:51 INFO:   user xxx logged in
03/16/2024, 17:01:52 INFO:   user xxx logged in
03/16/2024, 17:01:53 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:01:53 WARNING:   Got signal to peek load
03/16/2024, 17:01:54 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:01:55 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:56 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:01:57 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:01:57 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:57 WARNING:   user xxx logged in
03/16/2024, 17:01:58 WARNING:   Function called twice with mno bit
03/16/2024, 17:01:59 WARNING:   Got signal to peek load
03/16/2024, 17:01:59 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:00 WARNING:   Got signal to peek load
03/16/2024, 17:02:00 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:01 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:01 WARNING:   user xxx logged in
03/16/2024, 17:02:01 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:02 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:04 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:04 WARNING:   user xxx logged in
03/16/2024, 17:02:04 WARNING:   user xxx logged in
03/16/2024, 17:02:05 WARNING:   user xxx logged in
03/16/2024, 17:02:05 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:06 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:06 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:06 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:07 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:08 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:08 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:09 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:10 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:10 WARNING:   Device working in turbo mode
03/16/2024, 17:02:11 INFO:   Got signal to peek load
03/16/2024, 17:02:12 INFO:   Device working in turbo mode
03/16/2024, 17:02:13 INFO:   Got signal to peek load
03/16/2024, 17:02:13 INFO:   Function called twice with mno bit
03/16/2024, 17:02:14 INFO:   Function called twice with mno bit
03/16/2024, 17:02:15 INFO:   Function called twice with mno bit
03/16/2024, 17:02:16 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:17 WARNING:   user xxx logged in
03/16/2024, 17:02:17 WARNING:   Got signal to peek load
03/16/2024, 17:02:18 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:18 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:18 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:19 FATAL:   function divide by 0 abort call issued
03/16/2024, 17:02:20 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:20 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 17:02:21 FATAL:   kernel fault detected in core
03/16/2024, 17:02:21 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 17:02:23 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:23 FATAL:   function divide by 0 abort call issued
03/16/2024, 17:02:23 FATAL:   function divide by 0 abort call issued
03/16/2024, 17:02:24 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:24 FATAL:   function divide by 0 abort call issued
03/16/2024, 17:02:24 FATAL:   function divide by 0 abort call issued
03/16/2024, 17:02:24 FATAL:   function divide by 0 abort call issued
03/16/2024, 17:02:25 DEBUG:   user xxx logged in
03/16/2024, 17:02:26 DEBUG:   Got signal to peek load
03/16/2024, 17:02:27 DEBUG:   Device working in turbo mode
03/16/2024, 17:02:28 DEBUG:   Function called twice with mno bit
03/16/2024, 17:02:29 DEBUG:   Got signal to peek load
03/16/2024, 17:02:29 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:02:30 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:31 INFO:   Device working in turbo mode
03/16/2024, 17:02:31 INFO:   Function called twice with mno bit
03/16/2024, 17:02:32 INFO:   Got signal to peek load
03/16/2024, 17:02:32 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:33 INFO:   Device working in turbo mode
03/16/2024, 17:02:33 INFO:   Got signal to peek load
03/16/2024, 17:02:34 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:02:35 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 17:02:36 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:36 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:37 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:37 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 17:02:39 INFO:   Got signal to peek load
03/16/2024, 17:02:40 INFO:   Device working in turbo mode
03/16/2024, 17:02:40 INFO:   Function called twice with mno bit
03/16/2024, 17:02:42 INFO:   user xxx logged in
03/16/2024, 17:02:43 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:02:43 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:02:44 INFO:   Function called twice with mno bit
03/16/2024, 17:02:44 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:45 WARNING:   user xxx logged in
03/16/2024, 17:02:45 WARNING:   Memory allocated for jobs in queue
03/16/2024, 17:02:46 WARNING:   user xxx logged in
03/16/2024, 17:02:46 WARNING:   Got signal to peek load
03/16/2024, 17:02:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:47 WARNING:   user xxx logged in
03/16/2024, 17:02:48 DEBUG:   Got signal to peek load
03/16/2024, 17:02:48 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:02:50 WARNING:   user xxx logged in
03/16/2024, 17:02:50 WARNING:   Got signal to peek load
03/16/2024, 17:02:50 WARNING:   Got signal to peek load
03/16/2024, 17:02:51 WARNING:   user xxx logged in
03/16/2024, 17:02:52 WARNING:   Device working in turbo mode
03/16/2024, 17:02:52 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:52 WARNING:   Device working in turbo mode
03/16/2024, 17:02:53 WARNING:   Function called twice with mno bit
03/16/2024, 17:02:53 WARNING:   Got signal to peek load
03/16/2024, 17:02:55 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:02:56 DEBUG:   Got signal to peek load
03/16/2024, 17:02:56 INFO:   Got signal to peek load
03/16/2024, 17:02:57 INFO:   Device working in turbo mode
03/16/2024, 17:02:57 INFO:   user xxx logged in
03/16/2024, 17:02:58 ERROR:   kernel fault detected in core
03/16/2024, 17:02:59 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 17:03:00 INFO:   Memory allocated for jobs in queue
03/16/2024, 17:03:01 INFO:   user xxx logged in
03/16/2024, 17:03:02 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 17:03:03 INFO:   Device working in turbo mode
03/16/2024, 17:03:04 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:03:05 DEBUG:   Got signal to peek load
03/16/2024, 17:03:05 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:03:05 DEBUG:   Got signal to peek load
03/16/2024, 17:03:06 DEBUG:   user xxx logged in
03/16/2024, 17:03:07 DEBUG:   Function called twice with mno bit
03/16/2024, 17:03:07 DEBUG:   Function called twice with mno bit
03/16/2024, 17:03:08 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:03:08 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 17:03:09 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 17:03:09 DEBUG:   user xxx logged in
03/16/2024, 17:03:09 DEBUG:   Got signal to peek load
03/16/2024, 17:03:10 DEBUG:   Function called twice with mno bit
